City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
210,Mbandaka,CD,2021-05-01 03:36:28,0.0487,18.2603,71.62,95,100,1.57
211,Nikki,BJ,2021-05-01 03:36:28,9.9401,3.2108,77.45,75,59,9.71
212,Salisbury,GB,2021-05-01 03:34:38,51.0693,-1.7957,33.8,93,22,2.3
213,Abonnema,NG,2021-05-01 03:32:15,4.7084,6.7931,78.51,88,88,3.6
214,Gravelbourg,CA,2021-05-01 03:36:29,49.8834,-106.5512,57.2,33,88,10.36
215,Gat,IL,2021-05-01 03:32:04,31.61,34.7642,62.6,55,0,6.91
216,Saldanha,ZA,2021-05-01 03:36:30,-33.0117,17.9442,48.2,81,0,2.3
217,Hermanus,ZA,2021-05-01 03:36:30,-34.4187,19.2345,53.01,78,0,7.54
218,Ulaangom,MN,2021-05-01 03:36:31,49.9811,92.0667,55.71,57,65,10.25
219,Pyapon,MM,2021-05-01 03:36:31,16.2833,95.6833,91.81,48,9,6.33
220,Hongjiang,CN,2021-05-01 03:36:32,27.11,109.9956,85.93,49,92,4.7
221,Libreville,GA,2021-05-01 03:33:04,0.3925,9.4537,80.6,94,75,1.14
222,Broome,US,2021-05-01 03:36:32,42.2506,-75.833,37.0,100,90,12.66
223,Roald,NO,2021-05-01 03:36:33,62.5833,6.1333,35.6,80,15,3.44
224,Sakakah,SA,2021-05-01 03:36:33,29.9697,40.2064,75.2,17,0,9.22
225,Port-Gentil,GA,2021-05-01 03:32:25,-0.7193,8.7815,81.41,80,100,5.44
226,Hualmay,PE,2021-05-01 03:36:34,-11.0964,-77.6139,66.0,90,8,7.16
227,Salalah,OM,2021-05-01 03:36:31,17.0151,54.0924,80.6,78,75,3.44
228,Jinchang,CN,2021-05-01 03:36:34,38.4953,102.1739,76.5,9,100,5.21
229,Amazar,RU,2021-05-01 03:36:35,53.858,120.875,54.0,33,97,5.53
230,Illapel,CL,2021-05-01 03:36:12,-31.6308,-71.1653,56.55,83,9,1.14
231,Mitsamiouli,KM,2021-05-01 03:36:35,-11.3847,43.2844,81.36,76,6,5.01
232,Severo-Kurilsk,RU,2021-05-01 03:36:36,50.6789,156.125,35.44,96,100,21.59
233,Lorengau,PG,2021-05-01 03:36:36,-2.0226,147.2712,84.02,73,57,4.12
234,Batemans Bay,AU,2021-05-01 03:36:37,-35.7167,150.1833,73.0,57,0,9.62
235,Mbanza-Ngungu,CD,2021-05-01 03:36:37,-5.25,14.8667,68.36,97,100,2.19
236,Lebu,CL,2021-05-01 03:36:37,-37.6167,-73.65,55.76,95,100,17.07
237,Kapit,MY,2021-05-01 03:36:38,2.0167,112.9333,86.36,61,99,1.81
238,Walvis Bay,NA,2021-05-01 03:36:38,-22.9575,14.5053,57.0,93,0,5.75
239,Yaounde,CM,2021-05-01 03:36:38,3.8667,11.5167,73.4,94,75,3.44
240,Egersund,NO,2021-05-01 03:36:39,58.4513,5.9997,35.6,87,0,6.91
241,East London,ZA,2021-05-01 03:36:39,-33.0153,27.9116,59.0,67,0,9.22
242,Isangel,VU,2021-05-01 03:36:40,-19.55,169.2667,84.2,70,75,5.75
243,Vardo,NO,2021-05-01 03:36:40,70.3705,31.1107,32.41,88,100,17.47
244,Xining,CN,2021-05-01 03:36:40,36.6167,101.7667,62.89,21,92,3.51
